Elapsed	PiezoValue	BucketFlip	BucketCount
150116	8	0	0
150127	8	0	0
150138	8	0	0
150149	8	0	0
150160	7	0	0
150171	7	0	0
150182	7	0	0
150193	8	0	0
150204	7	0	0
150215	6	0	0
150226	6	0	0
150237	8	0	0
150248	6	0	0
150259	5	0	0
150270	8	0	0
150281	3	0	0
150292	5	0	0
150303	4	0	0
150314	5	0	0
150375	1688	0	0
150386	355	0	0
150447	619	0	0
150458	18	0	0
150469	13	0	0
150480	10	0	0
150491	7	0	0
150502	6	0	0
150513	6	0	0
150524	6	0	0
150535	8	0	0
150546	4	0	0
150557	6	0	0
150568	5	0	0
150579	8	0	0
150590	5	0	0
150601	7	0	0
150612	2	0	0
150623	6	0	0
150634	4	0	0
150645	6	0	0
150656	6	0	0
150667	8	0	0
150678	7	0	0
150689	7	0	0
150700	5	0	0
150711	9	0	0
150722	5	0	0
150733	4	0	0
150744	5	0	0
150755	6	0	0
150766	6	0	0
150827	702	0	0
150888	697	0	0
150899	23	0	0
150910	20	0	0
150921	16	0	0
150932	13	0	0
150943	10	0	0
150954	10	0	0
150965	11	0	0
150976	8	0	0
150987	316	0	0
150998	0	0	0
151009	48	0	0
151020	250	0	0
151031	460	0	0
151092	649	0	0
151103	8	0	0
151114	9	0	0
151125	12	0	0
151136	7	0	0
151147	8	0	0
151158	8	0	0
151169	9	0	0
151230	2246	0	0
151241	153	0	0
151252	61	0	0
151263	28	0	0
151274	15	0	0
151285	11	0	0
151296	11	0	0
151307	9	0	0
151318	13	0	0
151329	9	0	0
151340	12	0	0
151351	10	0	0
151362	8	0	0
151373	10	0	0
151384	8	0	0
151395	10	0	0
151406	8	0	0
151417	8	0	0
151428	10	0	0
151439	9	0	0
151450	9	0	0
151461	8	0	0
151472	9	0	0
151483	7	0	0
151494	11	0	0
151505	10	0	0
151516	9	0	0
151527	11	0	0
151538	10	0	0
151549	9	0	0
151560	9	0	0
151571	10	0	0
151582	15	0	0
151593	9	0	0
151654	3779	0	0
151715	600	0	0
151726	35	0	0
151737	22	0	0
151748	14	0	0
151759	16	0	0
151770	14	0	0
151781	11	0	0
151792	13	0	0
151802	13	0	0
151813	9	0	0
151824	11	0	0
151835	9	0	0
151846	8	0	0
151857	8	0	0
151868	9	0	0
151879	8	0	0
151890	12	0	0
151901	6	0	0
151912	10	0	0
151923	9	0	0
151934	8	0	0
151945	8	0	0
151956	7	0	0
151967	8	0	0
151978	9	0	0
151989	8	0	0
152000	8	0	0
152011	5	0	0
152022	10	0	0
152033	8	0	0
152044	8	0	0
152055	9	0	0
152116	4095	0	0
152177	687	0	0
152188	14	0	0
152199	14	0	0
152210	14	0	0
152221	10	0	0
152232	10	0	0
152243	12	0	0
152254	11	0	0
152265	8	0	0
152276	9	0	0
152287	9	0	0
152298	10	0	0
152309	9	0	0
152320	9	0	0
152331	9	0	0
152342	7	0	0
152353	7	0	0
152364	7	0	0
152375	10	0	0
152386	8	0	0
152397	9	0	0
152408	10	0	0
152419	8	0	0
152430	7	0	0
152441	8	0	0
152452	7	0	0
152463	7	0	0
152474	8	0	0
152485	7	0	0
152496	5	0	0
152507	8	0	0
152518	8	0	0
152529	10	0	0
152540	6	0	0
152551	8	0	0
152562	8	0	0
152573	8	0	0
152584	9	0	0
152595	8	0	0
152606	10	0	0
152617	7	0	0
152628	9	0	0
152639	8	0	0
152650	8	0	0
152661	7	0	0
152672	8	0	0
152683	6	0	0
152694	7	0	0
152705	6	0	0
152716	7	0	0
152727	8	0	0
152738	7	0	0
152799	2441	0	0
152860	547	0	0
152871	10	0	0
152882	9	0	0
152893	9	0	0
152904	10	0	0
152915	8	0	0
152926	8	0	0
152937	5	0	0
152948	9	0	0
152959	5	0	0
152970	8	0	0
152981	7	0	0
152992	8	0	0
153003	6	0	0
153014	7	0	0
153025	9	0	0
153036	8	0	0
153047	6	0	0
153058	6	0	0
153069	5	0	0
153080	6	0	0
153091	6	0	0
153102	7	0	0
153113	7	0	0
153124	7	0	0
153135	7	0	0
153146	8	0	0
153157	5	0	0
153168	7	0	0
153179	10	0	0
153190	5	0	0
153201	7	0	0
153212	6	0	0
153223	7	0	0
153234	7	0	0
153245	9	0	0
153256	8	0	0
153267	7	0	0
153278	8	0	0
153289	8	0	0
153300	6	0	0
153311	9	0	0
153322	9	0	0
153333	7	0	0
153344	10	0	0
153355	8	0	0
153366	8	0	0
153377	9	0	0
153388	8	0	0
153399	7	0	0
153410	9	0	0
153421	10	0	0
153432	8	0	0
153443	7	0	0
153504	1479	0	0
153515	331	0	0
153576	690	0	0
153587	9	0	0
153598	8	0	0
153609	10	0	0
153620	8	0	0
153631	7	0	0
153642	12	0	0
153653	12	0	0
153664	8	0	0
153675	8	0	0
153686	8	0	0
153697	9	0	0
153708	9	0	0
153719	9	0	0
153730	7	0	0
153741	8	0	0
153752	8	0	0
153763	8	0	0
153774	7	0	0
153785	9	0	0
153796	8	0	0
153807	7	0	0
153818	8	0	0
153829	8	0	0
153840	8	0	0
153851	8	0	0
153862	9	0	0
153873	8	0	0
153884	8	0	0
153895	10	0	0
153906	8	0	0
153917	12	0	0
153928	7	0	0
153939	7	0	0
153950	8	0	0
153961	8	0	0
153972	9	0	0
153983	12	0	0
153994	8	0	0
154005	10	0	0
154016	8	0	0
154027	9	0	0
154038	9	0	0
154049	9	0	0
154060	9	0	0
154121	561	0	0
154132	313	0	0
154193	703	0	0
154204	11	0	0
154215	8	0	0
154226	11	0	0
154237	10	0	0
154248	8	0	0
154259	8	0	0
154270	8	0	0
154281	9	0	0
154292	8	0	0
154303	9	0	0
154314	9	0	0
154325	6	0	0
154336	8	0	0
154347	8	0	0
154358	9	0	0
154369	7	0	0
154380	6	0	0
154391	7	0	0
154402	8	0	0
154413	6	0	0
154424	7	0	0
154435	8	0	0
154446	7	0	0
154457	7	0	0
154468	7	0	0
154479	5	0	0
154490	6	0	0
154501	8	0	0
154512	5	0	0
154523	7	0	0
154534	7	0	0
154545	6	0	0
154556	7	0	0
154567	6	0	0
154578	10	0	0
154589	7	0	0
154600	8	0	0
154611	7	0	0
154622	8	0	0
154633	6	0	0
154644	5	0	0
154655	4	0	0
154666	6	0	0
154677	8	0	0
154688	7	0	0
154699	6	0	0
154710	5	0	0
154721	5	0	0
154732	4	0	0
154743	9	0	0
154754	7	0	0
154765	4	0	0
154776	6	0	0
154787	7	0	0
154798	6	0	0
154809	5	0	0
154820	5	0	0
154831	6	0	0
154842	8	0	0
154853	7	0	0
154864	7	0	0
154875	8	0	0
154886	12	0	0
154897	6	0	0
154908	8	0	0
154919	7	0	0
154930	7	0	0
154941	8	0	0
154952	6	0	0
154963	7	0	0
154974	6	0	0
154985	4	0	0
154996	7	0	0
155007	6	0	0
155018	6	0	0
155029	6	0	0
155040	7	0	0
155051	7	0	0
155062	4	0	0
155073	6	0	0
155084	10	0	0
155095	7	0	0
155106	6	0	0
155117	11	0	0
155128	6	0	0
155139	6	0	0
155150	6	0	0
155161	6	0	0
155172	7	0	0
155183	9	0	0
155194	7	0	0
155205	8	0	0
155216	5	0	0
155227	6	0	0
155238	6	0	0
155249	5	0	0
155260	4	0	0
155271	6	0	0
155282	4	0	0
155293	6	0	0
155304	6	0	0
155315	6	0	0
155326	6	0	0
155337	5	0	0
155348	6	0	0
155359	6	0	0
155370	7	0	0
155381	7	0	0
155392	5	0	0
155403	6	0	0
155414	6	0	0
155425	7	0	0
155436	7	0	0
155447	6	0	0
155458	5	0	0
155469	6	0	0
155480	5	0	0
155491	7	0	0
155502	10	0	0
155513	6	0	0
155524	10	0	0
155535	8	0	0
155546	7	0	0
155607	3134	0	0
155668	648	0	0
155679	16	0	0
155690	20	0	0
155701	13	0	0
155712	16	0	0
155723	15	0	0
155734	15	0	0
155745	10	0	0
155756	14	0	0
155767	15	0	0
155778	6	0	0
155789	11	0	0
155800	11	0	0
155811	15	0	0
155822	9	0	0
155833	14	0	0
155844	10	0	0
155855	15	0	0
155866	11	0	0
155877	12	0	0
155888	11	0	0
155899	10	0	0
155910	9	0	0
155921	12	0	0
155932	12	0	0
155943	9	0	0
155954	10	0	0
155965	9	0	0
155976	10	0	0
155987	9	0	0
155998	10	0	0
156009	10	0	0
156020	11	0	0
156031	8	0	0
156042	7	0	0
156053	9	0	0
156064	4	0	0
156075	8	0	0
156086	7	0	0
156097	9	0	0
156108	11	0	0
156119	7	0	0
156130	7	0	0
156141	9	0	0
156152	7	0	0
156163	7	0	0
156174	8	0	0
156185	8	0	0
156196	7	0	0
156207	5	0	0
156218	6	0	0
156229	7	0	0
156240	7	0	0
156251	8	0	0
156262	7	0	0
156273	6	0	0
156284	6	0	0
156295	6	0	0
156306	5	0	0
156317	8	0	0
156328	5	0	0
156339	7	0	0
156350	8	0	0
156361	9	0	0
156372	10	0	0
156383	7	0	0
156394	6	0	0
156405	8	0	0
156416	6	0	0
156427	7	0	0
156438	6	0	0
156449	6	0	0
156460	9	0	0
156471	8	0	0
156482	7	0	0
156493	7	0	0
156554	1070	0	0
156565	84	0	0
156576	126	0	0
156587	7	0	0
156598	36	0	0
156609	0	0	0
156620	0	0	0
156631	3	0	0
156642	1	0	0
156653	2	0	0
156664	6	0	0
156675	6	0	0
156686	7	0	0
156697	12	0	0
156708	6	0	0
156719	6	0	0
156730	6	0	0
156741	6	0	0
156752	4	0	0
156763	6	0	0
156774	7	0	0
156785	4	0	0
156796	6	0	0
156807	9	0	0
156818	7	0	0
156829	8	0	0
156840	9	0	0
156851	5	0	0
156862	8	0	0
156873	7	0	0
156884	7	0	0
156895	8	0	0
156906	7	0	0
156917	7	0	0
156928	9	0	0
156939	11	0	0
156950	6	0	0
156961	8	0	0
156972	7	0	0
156983	8	0	0
156994	6	0	0
157005	5	0	0
157016	6	0	0
157027	8	0	0
157038	7	0	0
157049	9	0	0
157060	7	0	0
157071	11	0	0
157082	7	0	0
157093	7	0	0
157104	10	0	0
157115	7	0	0
157126	9	0	0
157137	9	0	0
157148	8	0	0
157159	9	0	0
157170	9	0	0
157181	10	0	0
157192	7	0	0
157203	9	0	0
157214	7	0	0
157225	9	0	0
157236	9	0	0
157247	7	0	0
157258	9	0	0
157269	8	0	0
157280	6	0	0
157291	8	0	0
157302	6	0	0
157313	7	0	0
157324	8	0	0
157335	8	0	0
157346	8	0	0
157357	8	0	0
157368	7	0	0
157379	7	0	0
157390	8	0	0
157401	6	0	0
157412	8	0	0
157423	8	0	0
157434	10	0	0
157445	8	0	0
157456	8	0	0
157467	7	0	0
157478	8	0	0
157539	3522	0	0
157550	364	0	0
157611	686	0	0
157622	0	0	0
157633	10	0	0
157644	17	0	0
157655	10	0	0
157666	18	0	0
157677	10	0	0
157688	16	0	0
157699	16	0	0
157710	15	0	0
157721	21	0	0
157732	17	0	0
157743	12	0	0
157754	15	0	0
157765	11	0	0
157776	15	0	0
157787	12	0	0
157798	12	0	0
157809	11	0	0
157820	14	0	0
157831	13	0	0
157842	13	0	0
157853	13	0	0
157864	11	0	0
157875	15	0	0
157886	12	0	0
157897	12	0	0
157908	13	0	0
157919	17	0	0
157930	11	0	0
157941	12	0	0
157952	12	0	0
157963	11	0	0
157974	15	0	0
157985	11	0	0
157996	10	0	0
158007	11	0	0
158018	10	0	0
158029	9	0	0
158040	14	0	0
158051	7	0	0
158062	10	0	0
158073	12	0	0
158084	10	0	0
158095	9	0	0
158106	11	0	0
158117	9	0	0
158128	9	0	0
158139	8	0	0
158150	10	0	0
158161	9	0	0
158172	9	0	0
158183	10	0	0
158194	11	0	0
158205	13	0	0
158216	10	0	0
158227	9	0	0
158238	13	0	0
158249	9	0	0
158260	11	0	0
158271	11	0	0
158282	10	0	0
158293	9	0	0
158304	11	0	0
158315	11	0	0
158326	10	0	0
158337	10	0	0
158348	10	0	0
158359	10	0	0
158370	11	0	0
158381	11	0	0
158392	10	0	0
158403	8	0	0
158414	10	0	0
158425	9	0	0
158436	10	0	0
158447	8	0	0
158458	10	0	0
158469	8	0	0
158480	9	0	0
158491	10	0	0
158502	9	0	0
158513	8	0	0
158524	10	0	0
158535	7	0	0
158596	1144	0	0
158657	1643	0	0
158668	17	0	0
158679	30	0	0
158690	22	0	0
158701	17	0	0
158712	25	0	0
158723	14	0	0
158734	16	0	0
158745	18	0	0
158756	15	0	0
158767	18	0	0
158778	11	0	0
158789	10	0	0
158800	13	0	0
158811	13	0	0
158822	13	0	0
158833	11	0	0
158844	13	0	0
158855	13	0	0
158866	12	0	0
158877	13	0	0
158888	12	0	0
158899	16	0	0
158910	12	0	0
158921	13	0	0
158932	11	0	0
158943	11	0	0
158954	13	0	0
158965	11	0	0
158976	11	0	0
158987	10	0	0
158998	8	0	0
159009	11	0	0
159020	11	0	0
159031	9	0	0
159042	10	0	0
159053	9	0	0
159064	7	0	0
159075	10	0	0
159086	10	0	0
159097	9	0	0
159108	11	0	0
159119	14	0	0
159130	11	0	0
159141	11	0	0
159152	8	0	0
159163	11	0	0
159174	12	0	0
159185	11	0	0
159196	10	0	0
159207	10	0	0
159218	11	0	0
159229	10	0	0
159240	10	0	0
159251	10	0	0
159262	15	0	0
159273	10	0	0
159284	9	0	0
159295	11	0	0
159306	9	0	0
159367	4053	0	0
159428	1628	0	0
159439	50	0	0
159450	28	0	0
159461	36	0	0
159472	22	0	0
159483	22	0	0
159494	21	0	0
159505	18	0	0
159516	15	0	0
159527	15	0	0
159538	19	0	0
159549	15	0	0
159560	16	0	0
159571	17	0	0
159582	12	0	0
159593	13	0	0
159604	16	0	0
159615	16	0	0
159626	15	0	0
159637	14	0	0
159648	20	0	0
159659	15	0	0
159670	13	0	0
159681	9	0	0
159692	13	0	0
159703	14	0	0
159714	13	0	0
159725	14	0	0
159736	12	0	0
159747	14	0	0
159758	13	0	0
159769	13	0	0
159780	13	0	0
159791	13	0	0
159802	13	0	0
159813	13	0	0
159824	13	0	0
159835	13	0	0
159846	13	0	0
159857	11	0	0
159868	12	0	0
159879	10	0	0
159890	9	0	0
159901	11	0	0
159912	12	0	0
159923	13	0	0
159934	11	0	0
159945	11	0	0
159956	11	0	0
159967	12	0	0
159978	11	0	0
159989	13	0	0
160000	10	0	0
160011	13	0	0
160022	11	0	0
160033	9	0	0
160044	11	0	0
160055	14	0	0
160066	11	0	0
160077	12	0	0
160088	11	0	0
160099	11	0	0
160110	11	0	0
160171	1901	0	0
160232	925	0	0
160243	62	0	0
160254	35	0	0
160265	27	0	0
160276	21	0	0
160287	16	0	0
160298	17	0	0
160309	19	0	0
160320	15	0	0
160331	16	0	0
160342	15	0	0
160353	13	0	0
160364	14	0	0
160375	18	0	0
160386	14	0	0
160397	12	0	0
160408	13	0	0
160419	15	0	0
160430	12	0	0
160441	11	0	0
160452	13	0	0
160463	13	0	0
160474	11	0	0
160485	10	0	0
160496	12	0	0
160507	12	0	0
160518	10	0	0
160529	10	0	0
160540	12	0	0
160551	12	0	0
160562	12	0	0
160573	10	0	0
160584	14	0	0
160595	12	0	0
160606	12	0	0
160617	9	0	0
160628	10	0	0
160639	10	0	0
160650	10	0	0
160661	9	0	0
160672	10	0	0
160683	11	0	0
160694	10	0	0
160705	10	0	0
160716	10	0	0
160727	11	0	0
160738	10	0	0
160749	9	0	0
160760	8	0	0
160771	9	0	0
160782	9	0	0
160793	9	0	0
160804	13	0	0
160815	8	0	0
160826	12	0	0
160837	11	0	0
160848	9	0	0
160859	8	0	0
160870	7	0	0
160881	8	0	0
160892	12	0	0
160903	10	0	0
160914	10	0	0
160925	10	0	0
160936	9	0	0
160947	9	0	0
160958	11	0	0
160969	8	0	0
160980	8	0	0
160991	10	0	0
161002	11	0	0
161013	8	0	0
161024	9	0	0
161035	9	0	0
161046	9	0	0
161057	7	0	0
161068	7	0	0
161079	10	0	0
161090	9	0	0
161101	7	0	0
161112	11	0	0
161123	10	0	0
161134	9	0	0
161145	9	0	0
161156	11	0	0
161167	12	0	0
161178	9	0	0
161189	10	0	0
161200	9	0	0
161211	9	0	0
161222	9	0	0
161233	8	0	0
161244	11	0	0
161255	11	1	1
161266	8	1	1
161277	7	1	1
161288	9	1	1
161299	8	1	1
161310	9	1	1
161321	8	1	1
161332	7	1	1
161343	8	1	1
161354	9	1	1
161365	8	1	1
161376	8	1	1
161387	8	1	1
161398	9	1	1
161409	9	1	1
161420	8	1	1
161431	8	1	1
161442	9	1	1
161453	9	1	1
161464	11	1	1
161475	10	1	1
161486	8	1	1
161497	9	1	1
161508	7	1	1
161519	7	1	1
161530	9	1	1
161541	9	1	1
161552	6	1	1
161563	7	1	1
161574	8	1	1
161585	9	1	1
161596	8	1	1
161607	8	1	1
161618	8	1	1
161629	8	0	1
161640	8	0	1
161651	10	0	1
161662	7	0	1
161673	9	0	1
161684	7	0	1
161695	9	0	1
161706	8	0	1
161717	7	0	1
161728	7	0	1
161739	7	0	1
161750	8	0	1
161761	8	0	1
161772	8	0	1
161783	7	0	1
161794	7	0	1
161805	8	0	1
161816	7	0	1
161827	7	0	1
161838	8	0	1
161849	5	0	1
161860	8	0	1
161871	8	0	1
161882	7	0	1
161893	6	0	1
161904	8	0	1
161915	14	0	1
161926	8	0	1
161937	6	0	1
161948	9	0	1
161959	6	0	1
161970	6	0	1
161981	6	0	1
161992	9	0	1
162003	8	0	1
162014	8	0	1
162025	7	0	1
162036	6	0	1
162047	6	0	1
162058	6	0	1
162069	6	0	1
162080	8	0	1
162091	10	0	1
162102	6	0	1
162113	7	0	1
162124	8	0	1
162135	5	0	1
162146	7	0	1
162157	8	0	1
162168	5	0	1
162179	7	0	1
162190	8	0	1
162201	6	0	1
162212	6	0	1
162223	6	0	1
162234	5	0	1
162245	5	0	1
162256	8	0	1
162267	7	0	1
162278	6	0	1
162289	9	0	1
162300	6	0	1
162311	5	0	1
162322	9	0	1
162333	8	0	1
162344	4	0	1
162355	341	0	1
162366	0	0	1
162377	14	0	1
162388	125	0	1
162399	125	0	1
162410	47	0	1
162421	68	0	1
162432	272	0	1
162443	437	0	1
162454	59	0	1
162515	553	0	1
162526	0	0	1
162537	0	0	1
162548	0	0	1
162559	0	0	1
162570	1	0	1
162581	0	0	1
162592	0	0	1
162603	1	0	1
162614	1	0	1
162625	3	0	1
162636	5	0	1
162647	4	0	1
162658	4	0	1
162669	3	0	1
162680	2	0	1
162691	4	0	1
162702	3	0	1
162713	3	0	1
162724	4	0	1
162735	4	0	1
162746	7	0	1
162757	6	0	1
162768	4	0	1
162779	7	0	1
162790	7	0	1
162801	6	0	1
162812	7	0	1
162823	11	0	1
162834	7	0	1
162845	6	0	1
162856	12	0	1
162917	4095	0	1
162978	527	0	1
162989	62	0	1
163000	35	0	1
163011	23	0	1
163022	17	0	1
163033	19	0	1
163044	16	0	1
163055	13	0	1
163066	13	0	1
163077	13	0	1
163088	13	0	1
163099	11	0	1
163110	13	0	1
163121	12	0	1
163132	13	0	1
163143	14	0	1
163154	12	0	1
163165	10	0	1
163176	11	0	1
163187	8	0	1
163198	12	0	1
163209	10	0	1
163220	8	0	1
163231	12	0	1
163242	10	0	1
163253	11	0	1
163264	15	0	1
163275	9	0	1
163286	10	0	1
163297	9	0	1
163308	12	0	1
163319	8	0	1
163330	11	0	1
163341	10	0	1
163352	11	0	1
163363	9	0	1
163374	10	0	1
163385	10	0	1
163396	10	0	1
163407	9	0	1
163418	9	0	1
163429	8	0	1
163440	11	0	1
163451	9	0	1
163462	10	0	1
163473	7	0	1
163484	8	0	1
163495	10	0	1
163506	9	0	1
163517	8	0	1
163528	9	0	1
163539	9	0	1
163550	11	0	1
163561	10	0	1
163572	8	0	1
163633	2645	0	1
163694	569	0	1
163705	60	0	1
163716	42	0	1
163727	28	0	1
163738	23	0	1
163749	21	0	1
163760	20	0	1
163771	20	0	1
163782	18	0	1
163793	20	0	1
163804	16	0	1
163815	14	0	1
163826	15	0	1
163837	15	0	1
163848	16	0	1
163859	15	0	1
163870	11	0	1
163881	13	0	1
163892	14	0	1
163903	12	0	1
163914	13	0	1
163925	13	0	1
163936	13	0	1
163947	11	0	1
163958	16	0	1
163969	11	0	1
163980	12	0	1
163991	12	0	1
164002	12	0	1
164013	11	0	1
164024	11	0	1
164035	10	0	1
164046	11	0	1
164057	10	0	1
164068	13	0	1
164079	11	0	1
164090	12	0	1
164101	10	0	1
164112	15	0	1
164123	11	0	1
164134	11	0	1
164145	9	0	1
164156	12	0	1
164167	11	0	1
164178	10	0	1
164189	10	0	1
164200	12	0	1
164211	11	0	1
164222	14	0	1
164233	9	0	1
164244	9	0	1
164255	12	0	1
164266	13	0	1
164277	13	0	1
164288	12	0	1
164299	11	0	1
164310	12	0	1
164321	9	0	1
164332	10	0	1
164343	16	0	1
164354	12	0	1
164365	9	0	1
164376	9	0	1
164387	11	0	1
164398	11	0	1
164409	10	0	1
164420	9	0	1
164431	10	0	1
164442	10	0	1
164453	9	0	1
164464	10	0	1
164475	9	0	1
164486	10	0	1
164497	10	0	1
164508	13	0	1
164519	11	1	2
164530	9	1	2
164541	8	1	2
164552	9	1	2
164563	9	1	2
164574	8	1	2
164585	8	1	2
164596	7	0	2
164607	10	0	2
164618	8	0	2
164629	9	0	2
164640	9	0	2
164651	9	0	2
164662	9	0	2
164673	8	0	2
164684	7	0	2
164695	9	0	2
164706	11	0	2
164717	7	0	2
164728	10	0	2
164739	11	0	2
164750	9	0	2
164761	11	0	2
164772	13	0	2
164783	11	0	2
164794	11	0	2
164805	10	0	2
164816	9	0	2
164827	8	0	2
164838	10	0	2
164849	9	0	2
164860	7	0	2
164871	7	0	2
164882	7	0	2
164943	2774	0	2
164954	91	0	2
165015	655	0	2
165026	75	0	2
165037	32	0	2
165048	21	0	2
165059	15	0	2
165070	18	0	2
165081	14	0	2
165092	13	0	2
165103	15	0	2
165114	14	0	2
165125	12	0	2
165136	14	0	2
165147	13	0	2
165158	13	0	2
165169	11	0	2
165180	13	0	2
165191	12	0	2
165202	11	0	2
165213	11	0	2
165224	13	0	2
165235	10	0	2
165246	12	0	2
165257	11	0	2
165268	11	0	2
165279	11	0	2
165290	10	0	2
165301	10	0	2
165312	11	0	2
165323	12	0	2
165334	11	0	2
165345	11	0	2
165356	10	0	2
165367	11	0	2
165378	14	0	2
165389	13	0	2
165450	3098	0	2
165511	1053	0	2
165522	163	0	2
165533	81	0	2
